id,file_name,page_start,page_end,current_section_number,detected_body_heading,mismatch_type,first_40_words_sanitized,contains_group_m,contains_1115,contains_12000,contains_903,contains_907,recommended_action,proposed_section_number,confidence,reviewer_notes
1672,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,52,138,415.11.11,415.11.11.2,body_heading_child_of_section_number,"❖ This Section specifies the types of systems within a Group H-5 occupancy that are required to be connected to an approved emergency power system. As indicated in Section 2702, all emergency power systems must be installed in accordance with",,,,,,split_chunk_candidate,,,
1677,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,53,134,907.2,407.2.4,suspicious_cross_chapter_label,"To encourage care recipients of psychiatric facilities to participate in group meetings and therapeutic activities, treatment areas may be open to the corridor, provided that the area does not exceed 140 m2 and only one such area is provided within",,,,1,1,split_chunk_candidate,,,
1678,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,53,134,407.2.5,,no_detectable_heading,"❖ In nursing home occupancies, residents are encouraged to spend time outside of their rooms. Way finding and orientation problems are common in nursing home residents, and research has shown that direct visibility to a desired location is more effective",,,,,,split_chunk_candidate,,,
1679,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,53,134,407.2.7,,no_detectable_heading,"Additional safeguards are described in Section 407.2.7 . These include a shutoff for the fuel and electrical supply, a timer that deactivates the cooking appliance and providing fire extinguishers. The shutoff is accessible only by staff and limits the use",,,,,,split_chunk_candidate,,,
1680,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,53,134,407.2.7,,no_detectable_heading,"The cooktop or range must have a shutoff switch that deactivates the appliance and is accessible only to staff. This may be a switch inside a locked cabinet, a keyed switch or an electronic switch with passcode or similar security.",,,,,1,do_not_touch,,,
1681,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,53,134,308.2.2,,no_detectable_heading,"Group I-1, Condition 2 allows occupants that may need assistance with evacuation (see Section 308.2.2 ). Smoke barriers and the associated compartmentalization is a key protective feature utilized for this occupant type. Requirements mostly match Group I-2 smoke barrier criteria",,,,1,,split_chunk_candidate,,,
1684,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,58,233,407.4.1,,no_detectable_heading,"Defend-in-place is a concept that has long been employed as the preferred method of fire response in nursing homes and hospitals due to the fragile nature of the occupants. Occupants in this setting are often dependent on the building infrastructure,",,,,,,split_chunk_candidate,,,
1685,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,58,233,408.4,,no_detectable_heading,"The need to lock corridor doors to restrain care recipients in psychiatric facilities, however, is recognized. Where such locking is necessary, provisions must be made for continuous supervision and prompt release. Additional guidance on locking arrangements, applying to occupancies in",,,,,,split_chunk_candidate,,,
1686,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,58,233,407.4.4,,no_detectable_heading,"considerations, in providing appropriate patient care and allowing for the ability to reach an exit access. Use of suites is a particularly useful tool at intensive care units and emergency departments in patient treatment areas. The ability to have a",,,,,,split_chunk_candidate,,,
1690,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,58,233,508.2.2,,no_detectable_heading,"Please note that Sections 508.2.2 and 508.2.3 state that height and area of the building are based on the main occupancy. Therefore, for determining the construction type for the total building, the building's floor area and height should be compared",1,,,,,split_chunk_candidate,,,
1695,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,63,140,408.5.1,408.6,body_heading_differs_from_section_number,"❖ Where a housing unit is designed in compliance with Section 408.5.1, this section allows plumbing chases within the same housing unit to also be unprotected where they penetrate through the floors separating cell tiers. Where opening protection is provided",,,,,,split_chunk_candidate,,,
1696,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,63,140,422.2,,no_detectable_heading,❖ Complex outpatient surgeries outside of the hospital are now commonplace. They are performed in facilities often called “day surgery centers” or “ambulatory surgical centers” because care recipients are able to walk in and walk out the same day. Procedures,,,,,,split_chunk_candidate,,,
1697,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,63,140,422.3,,no_detectable_heading,"❖ In larger facilities, the creation of smoke compartments is required to allow a protect-in- place environment. These compartments allow staff a safer environment to stabilize the care recipients before evacuation, and protection for fire personnel who may have to",,,,,,split_chunk_candidate,,,
1698,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,63,140,407.5.4,422.4,suspicious_cross_chapter_label,"❖ This Section is conceptually linked to Section 407.5.4 and requires that occupants should be able to exit the building without having to reenter a smoke compartment from where they started. Although the strategy is to protect in place, occupants",,,,1,1,split_chunk_candidate,,,
1700,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,65,66,407.8,,no_detectable_heading,"Most fire injuries in hospitals begin with the ignition of clothing on a person, a mattress, a pillow, bedding or linen. The Building and Fire Research Laboratory of NIST conducted fire tests in patient rooms using quick-response sprinklers and smoke",,,,,1,split_chunk_candidate,,,
1701,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,65,66,407.2.1,,no_detectable_heading,"❖ Automatic fire detection is required in corridors and areas open to corridors in nursing homes, Group I-2, Condition 1 occupancies and long- term care and detoxification facilities. In recognition of quick-response sprinkler technology and the fact that the sprinkler",,,,,1,do_not_touch,,,
1704,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,67,72,408.3,,no_detectable_heading,"The means of egress provisions from this section and Chapter 10 that are applicable to Group I-3 are also applicable to the path through different occupancies. For example, where the means of egress from a cell block wing traverses through",,,,,,split_chunk_candidate,,,
1707,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,67,72,403.8.3,408.4.1,suspicious_cross_chapter_label,"The provisions of Section 403.8.3.4 of SBC 801 concerning the marking of keys applies to both exterior and interior door locks. For this reason, it is usually desirable to minimize the number of keys required for an emergency; therefore, the",,,,,,split_chunk_candidate,,,
1708,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,67,72,408.4.1,408.4.3,body_heading_differs_from_section_number,"This section does not apply to manually operated doors and locks that meet the requirements of the exception to Section 408.4.1 . 408.4.3 Redundant operation. Remote release, mechanically operated sliding doors or remote release, mechanically operated locks shall be provided",,,,,,split_chunk_candidate,,,
1712,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,78,78,409.1.1,410.1,suspicious_cross_chapter_label,"CHAPTER 4—SPECIAL DETAILED REQUIREMENTS BASED ON OCCUPANCY and use SBC 201-CC-2024 300 rewind and film storage facilities are to be located in the projection room or in an adjacent room in accordance with Section 409.1.1 . SECTION 410 STAGES, PLATFORMS",,,,,,split_chunk_candidate,,,
1714,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,79,224,410.2.4,,no_detectable_heading,"CHAPTER 4—SPECIAL DETAILED REQUIREMENTS BASED ON OCCUPANCY and use SBC 201-CC-2024 301 tight-fitting, solid wood trap doors with approved safety locks. ❖ Stages, most simply, are floor construction, and as such, must conform to the requirements for all other floors",,,,,,split_chunk_candidate,,,
1715,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,79,224,410.2.3,,no_detectable_heading,"The normal use and operation of a stage requires that equipment, normally rigging, be installed and rearranged as production requirements vary. This equipment is normally installed by clamping or welding to the structural framing over and around the stage, making",,,,,,split_chunk_candidate,,,
1716,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,79,224,508.4,,no_detectable_heading,"1 Occupancies that are to be evaluated as separated occupancies must be separated in accordance with Table 508.4. When the table requires a separation, the occupancies must be separated completely, both horizontally and vertically, by the provision of fire- resistance",1,1,,1,,do_not_touch,,,
1718,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,80,96,903.3.1,,no_detectable_heading,"NFPA 80 requirements for the fire curtain include but are not limited to: testing of the fabric (NFPA 701, Test Method 2), a fire curtain sample assembly subjected to the standard fire test as specified in NFPA 251, activation (emergency",,,,1,,split_chunk_candidate,,,
1719,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,80,96,1010.1.1,412.4.3,suspicious_cross_chapter_label,❖ The hangar must be provided with two separate and remotely located means of egress. This redundancy provides persons with an alternative means of escaping a fire in the hangar. One of the means of egress can be the access,,,,,1,split_chunk_candidate,,,
1720,SBC 201 - The Saudi General Building Code-251-500_extracted_chunks.json,80,96,412.5,412.5.2,body_heading_child_of_section_number,"❖ Similar to any other building containing hazardous materials in excess of the maximum allowable quantities per control area, the building or structure must be classified as Group H. Because of the flammable liquids present, the aircraft paint hangar is",,,,,,split_chunk_candidate,,,
